,name,file,line,type,comment
1643,type_spec_from_value,../tensorflow/tensorflow/python/keras/utils/tf_utils.py,406,function,Grab type_spec without converting array-likes to tensors.
1644,is_ragged,../tensorflow/tensorflow/python/keras/utils/tf_utils.py,418,function,Returns true if `tensor` is a ragged tensor or ragged tensor value.
1645,assert_no_legacy_layers,../tensorflow/tensorflow/python/keras/utils/tf_utils.py,429,function,Prevent tf.layers.Layers from being used with Keras.
1646,maybe_init_scope,../tensorflow/tensorflow/python/keras/utils/tf_utils.py,454,function,Open an `init_scope` if in V2 mode and using the keras graph.
1647,graph_context_for_symbolic_tensors,../tensorflow/tensorflow/python/keras/utils/tf_utils.py,473,function,Returns graph context manager if any of the inputs is a symbolic tensor.
1648,dataset_is_infinite,../tensorflow/tensorflow/python/keras/utils/tf_utils.py,483,function,True if the passed dataset is infinite.
1649,get_tensor_spec,../tensorflow/tensorflow/python/keras/utils/tf_utils.py,493,function,Returns a `TensorSpec` given a single `Tensor` or `TensorSpec`.
1650,to_numpy_or_python_type,../tensorflow/tensorflow/python/keras/utils/tf_utils.py,522,function,Converts a structure of `Tensor`s to `NumPy` arrays or Python scalar types.
1651,ParameterServerStrategy,../tensorflow/tensorflow/python/keras/distribute/multi_worker_test.py,52,class,Temporarily mock the original strategy to bypass cluster_spec check.
1652,__init__,../tensorflow/tensorflow/python/keras/distribute/multi_worker_test.py,55,method,Initializes this strategy.
1653,MultiWorkerVerificationCallback,../tensorflow/tensorflow/python/keras/distribute/multi_worker_test.py,96,class,MultiWorkerVerificationCallback verifies the callbacks in multi-worker scheme.
1654,__init__,../tensorflow/tensorflow/python/keras/distribute/multi_worker_test.py,133,method,Initialize a MultiWorkerVerificationCallback.
1655,wrap_methods,../tensorflow/tensorflow/python/keras/distribute/multi_worker_test.py,159,method,Wrap methods so that the counts of calls are tracked.
1656,distributions_and_v1_optimizers,../tensorflow/tensorflow/python/keras/distribute/optimizer_combinations.py,81,function,A common set of combination with DistributionStrategies and Optimizers.
1657,distributions_and_v2_optimizers,../tensorflow/tensorflow/python/keras/distribute/optimizer_combinations.py,92,function,A common set of combination with DistributionStrategies and Optimizers.
1658,distributions_and_v1_and_v2_optimizers,../tensorflow/tensorflow/python/keras/distribute/optimizer_combinations.py,103,function,A common set of combination with DistributionStrategies and Optimizers.
1659,strategies_for_stateful_embedding_model,../tensorflow/tensorflow/python/keras/distribute/keras_stateful_lstm_model_correctness_test.py,29,function,Returns TPUStrategy with single core device assignment.
1660,strategies_for_embedding_models,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,81,function,Returns distribution strategies to test for embedding models.
1661,MaybeDistributionScope,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,120,class,Provides a context allowing no distribution strategy.
1662,get_data_size,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,155,function,"Gets the size of data in list, tuple, dict, or a numpy array."
1663,fit_eval_and_predict,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,246,function,Generates results for fit/predict/evaluate for given model.
1664,compare_results,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,289,function,Compares results of model compiled with/without distribution strategy.
1665,LearningRateBatchScheduler,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,362,class,Scheduler that dynamically sets the learning rate of model.
1666,TestDistributionStrategyCorrectnessBase,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,377,class,Model agnostic testing infra to test correctness of Keras models.
1667,get_input_for_correctness_test,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,406,method,Generates inputs that are dictionaries.
1668,get_input_for_dynamic_lr_test,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,513,method,Generates inputs that are dictionaries.
1669,TestDistributionStrategyEmbeddingModelCorrectnessBase,../tensorflow/tensorflow/python/keras/distribute/keras_correctness_test_base.py,588,class,Base class to test correctness of Keras models with embedding layers.
1670,testTrainNetworkWithBatchNorm,../tensorflow/tensorflow/python/keras/distribute/minimize_loss_test.py,231,method,Verifies that moving mean updates are reduced across replicas.
1671,MirroredVariableCreationTest,../tensorflow/tensorflow/python/keras/distribute/mirrored_variable_test.py,42,class,Base class that tests mirrored variable creator.
1672,mnist_synthetic_dataset,../tensorflow/tensorflow/python/keras/distribute/multi_worker_testing_utils.py,28,function,Generate synthetic MNIST dataset for testing.
1673,get_mnist_model,../tensorflow/tensorflow/python/keras/distribute/multi_worker_testing_utils.py,52,function,Define a deterministically-initialized CNN model for MNIST testing.
1674,SimpleFunctionalModel,../tensorflow/tensorflow/python/keras/distribute/simple_models.py,44,class,A simple functional model and its inputs.
1675,SimpleSequentialModel,../tensorflow/tensorflow/python/keras/distribute/simple_models.py,69,class,A simple sequential model and its inputs.
1676,SimpleSubclassModel,../tensorflow/tensorflow/python/keras/distribute/simple_models.py,104,class,A simple subclass model and its data.
1677,SimpleTFModuleModel,../tensorflow/tensorflow/python/keras/distribute/simple_models.py,135,class,A simple model based on tf.Module and its data.
1678,MultiWorkerTutorialTest,../tensorflow/tensorflow/python/keras/distribute/multi_worker_tutorial_test.py,44,class,Test multi-worker training flow demo'ed in go/multi-worker-with-keras.
1679,testMultiWorkerTutorial,../tensorflow/tensorflow/python/keras/distribute/multi_worker_tutorial_test.py,59,method,Test multi-worker training flow demo'ed in go/multi-worker-with-keras.
1680,load_and_run_with_saved_model_api,../tensorflow/tensorflow/python/keras/distribute/saved_model_test_base.py,108,function,"Loads a saved_model using tf.saved_model API, and runs it."
1681,TestSavedModelBase,../tensorflow/tensorflow/python/keras/distribute/saved_model_test_base.py,130,class,Base class for testing saving/loading with DS.
1682,_save_model,../tensorflow/tensorflow/python/keras/distribute/saved_model_test_base.py,139,method,Save the given model to the given saved_dir.
1683,_load_and_run_model,../tensorflow/tensorflow/python/keras/distribute/saved_model_test_base.py,150,method,Load the model and run 1 step of predict with it.
1684,run_test_save_no_strategy_restore_strategy,../tensorflow/tensorflow/python/keras/distribute/saved_model_test_base.py,189,method,"Save a model without DS, and restore it with DS."
1685,run_test_save_strategy_restore_no_strategy,../tensorflow/tensorflow/python/keras/distribute/saved_model_test_base.py,214,method,"Save a model with DS, and restore it without DS."
1686,run_test_save_strategy_restore_strategy,../tensorflow/tensorflow/python/keras/distribute/saved_model_test_base.py,244,method,"Save a model with DS, and restore it with potentially different DS."
1687,run_test_save_strategy,../tensorflow/tensorflow/python/keras/distribute/saved_model_test_base.py,278,method,Save a model with DS.
1688,WorkerTrainingState,../tensorflow/tensorflow/python/keras/distribute/worker_training_state.py,40,class,Training state management class.
1689,back_up,../tensorflow/tensorflow/python/keras/distribute/worker_training_state.py,87,method,Back up the current state of training into a checkpoint file.
1690,restore,../tensorflow/tensorflow/python/keras/distribute/worker_training_state.py,100,method,Restore the training state from the backed up checkpoint file.
1691,delete_backup,../tensorflow/tensorflow/python/keras/distribute/worker_training_state.py,115,method,Delete the backup directories.
1692,maybe_load_initial_epoch_from_ckpt,../tensorflow/tensorflow/python/keras/distribute/worker_training_state.py,129,method,Maybe load initial epoch from ckpt considering possible worker recovery.
1693,TestDistributionStrategyWithMultipleAddLossAndMetricCalls,../tensorflow/tensorflow/python/keras/distribute/distribute_strategy_test.py,2366,class,Tests complex models with multiple add loss and metric calls.
1694,DeterministicModel,../tensorflow/tensorflow/python/keras/distribute/distribute_strategy_test.py,2416,class,Deterministic Model that always outputs the same initial result.
1695,TestModelCapturesStrategy,../tensorflow/tensorflow/python/keras/distribute/distribute_strategy_test.py,2438,class,Tests that model creation captures the strategy.
1696,ModelAndInput,../tensorflow/tensorflow/python/keras/distribute/model_collection_base.py,21,class,Base class to provide model and its corresponding inputs.
1697,get_model,../tensorflow/tensorflow/python/keras/distribute/model_collection_base.py,24,method,"Returns a compiled keras model object, together with output name."
1698,get_data,../tensorflow/tensorflow/python/keras/distribute/model_collection_base.py,33,method,Returns data for training and predicting.
1699,get_batch_size,../tensorflow/tensorflow/python/keras/distribute/model_collection_base.py,43,method,Returns the batch_size used by the model.
1700,MaybeStrategyScope,../tensorflow/tensorflow/python/keras/distribute/ctl_correctness_test.py,48,class,Provides a context allowing no distribution strategy.
1701,iteration_inside_func,../tensorflow/tensorflow/python/keras/distribute/ctl_correctness_test.py,99,function,Helper function to test iterating over data inside a tf.function.
1702,iteration_outside_func,../tensorflow/tensorflow/python/keras/distribute/ctl_correctness_test.py,163,function,Helper function to test iterating over data outside a tf.function.
1703,TestDistributionStrategyDnnCorrectness,../tensorflow/tensorflow/python/keras/distribute/ctl_correctness_test.py,217,class,Test custom training loop correctness with a simple DNN model.
1704,_test_mixed_precision,../tensorflow/tensorflow/python/keras/distribute/collective_all_reduce_strategy_test.py,165,method,Tests mixed precision works with the CollectiveAllReduceStrategy.
1705,setUpClass,../tensorflow/tensorflow/python/keras/distribute/collective_all_reduce_strategy_test.py,247,method,Create a local cluster with 3 workers.
1706,setUpClass,../tensorflow/tensorflow/python/keras/distribute/collective_all_reduce_strategy_test.py,275,method,Create a local cluster with 3 workers and 1 chief.
1707,Counter,../tensorflow/tensorflow/python/keras/distribute/keras_utils_test.py,43,class,Counts the number of times each callback method was run.
1708,set_weights,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,55,function,Sets the weights of the replicated models.
1709,unwrap_values,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,83,function,Unwrap the list of values contained in the PerReplica parameters.
1710,unwrap_output_dict,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,140,function,Unwrap the list of outputs contained in the PerReplica parameters.
1711,unwrap_outputs,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,172,function,Unwrap the list of outputs contained in the PerReplica parameters.
1712,flatten_per_replica_values,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,216,function,Unwraps and flattens a nest of PerReplica parameters.
1713,validate_callbacks,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,240,function,Validate whether given callbacks are supported by DistributionStrategy.
1714,validate_distributed_dataset_inputs,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,275,function,Validate all the components of a DistributedValue Dataset input.
1715,validate_per_replica_inputs,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,325,function,Validates PerReplica dataset input list.
1716,init_restore_or_wait_for_variables,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,402,function,Initialize or restore variables or wait for variables to be initialized.
1717,validate_inputs,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,413,function,Validate inputs when using DistributionStrategy.
1718,is_tpu_strategy,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,439,function,We're executing TPU Strategy.
1719,is_dataset_shape_fully_defined,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,445,function,Returns whether a dataset contains a final partial batch.
1720,process_batch_and_step_size,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,452,function,Process the batch size and step size based on input and dist strategy.
1721,get_input_params,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,472,function,Calculate the number of batches and steps/steps_per_epoch.
1722,is_distributing_by_cloning,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,672,function,Decide whether this model is going to be distributed via cloning.
1723,clone_model_on_replicas,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,828,function,Create a cloned model on each replica.
1724,call_replica_local_fn,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,1105,function,Call a function that uses replica-local variables.
1725,filter_distributed_callbacks,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,1140,function,Filter Callbacks based on the worker context when running multi-worker.
1726,concat_along_batch_dimension,../tensorflow/tensorflow/python/keras/distribute/distributed_training_utils.py,1195,function,Concats prediction outputs along the batch dimension.
1727,MiniModel,../tensorflow/tensorflow/python/keras/distribute/mirrored_strategy_test.py,37,class,Minimal model for mnist.
1728,checkpoint_exists,../tensorflow/tensorflow/python/keras/distribute/multi_worker_callback_tf2_test.py,37,function,Returns whether the checkpoint `filepath` refers to exists.
1729,Layer,../tensorflow/tensorflow/python/keras/type/types.py,33,class,This is the class from which all layers inherit.
1730,exponential_decay,../tensorflow/tensorflow/python/keras/optimizer_v2/legacy_learning_rate_decay.py,31,function,Applies exponential decay to the learning rate.
1731,piecewise_constant,../tensorflow/tensorflow/python/keras/optimizer_v2/legacy_learning_rate_decay.py,107,function,Piecewise constant from boundaries and interval values.
1732,polynomial_decay,../tensorflow/tensorflow/python/keras/optimizer_v2/legacy_learning_rate_decay.py,184,function,Applies a polynomial decay to the learning rate.
1733,natural_exp_decay,../tensorflow/tensorflow/python/keras/optimizer_v2/legacy_learning_rate_decay.py,285,function,Applies natural exponential decay to the initial learning rate.
1734,inverse_time_decay,../tensorflow/tensorflow/python/keras/optimizer_v2/legacy_learning_rate_decay.py,373,function,Applies inverse time decay to the initial learning rate.
1735,cosine_decay,../tensorflow/tensorflow/python/keras/optimizer_v2/legacy_learning_rate_decay.py,456,function,Applies cosine decay to the learning rate.
1736,cosine_decay_restarts,../tensorflow/tensorflow/python/keras/optimizer_v2/legacy_learning_rate_decay.py,519,function,Applies cosine decay with restarts to the learning rate.
1737,linear_cosine_decay,../tensorflow/tensorflow/python/keras/optimizer_v2/legacy_learning_rate_decay.py,596,function,Applies linear cosine decay to the learning rate.
1738,noisy_linear_cosine_decay,../tensorflow/tensorflow/python/keras/optimizer_v2/legacy_learning_rate_decay.py,681,function,Applies noisy linear cosine decay to the learning rate.
1739,RMSprop,../tensorflow/tensorflow/python/keras/optimizer_v2/rmsprop.py,34,class,Optimizer that implements the RMSprop algorithm.
1740,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/rmsprop.py,98,method,Construct a new RMSprop optimizer.
1741,SGD,../tensorflow/tensorflow/python/keras/optimizer_v2/gradient_descent.py,29,class,Gradient descent (with momentum) optimizer.
1742,LearningRateSchedule,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,33,class,A serializable learning rate decay schedule.
1743,from_config,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,51,method,Instantiates a `LearningRateSchedule` from its config.
1744,ExponentialDecay,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,64,class,A LearningRateSchedule that uses an exponential decay schedule.
1745,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,116,method,Applies exponential decay to the learning rate.
1746,PiecewiseConstantDecay,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,169,class,A LearningRateSchedule that uses a piecewise constant decay schedule.
1747,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,207,method,Piecewise constant from boundaries and interval values.
1748,PolynomialDecay,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,271,class,A LearningRateSchedule that uses a polynomial decay schedule.
1749,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,343,method,Applies a polynomial decay to the learning rate.
1750,InverseTimeDecay,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,415,class,A LearningRateSchedule that uses an inverse time decay schedule.
1751,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,468,method,Applies inverse time decay to the initial learning rate.
1752,CosineDecay,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,521,class,A LearningRateSchedule that uses a cosine decay schedule.
1753,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,565,method,Applies cosine decay to the learning rate.
1754,CosineDecayRestarts,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,614,class,A LearningRateSchedule that uses a cosine decay schedule with restarts.
1755,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,656,method,Applies cosine decay with restarts to the learning rate.
1756,LinearCosineDecay,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,740,class,A LearningRateSchedule that uses a linear cosine decay schedule.
1757,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,794,method,Applies linear cosine decay to the learning rate.
1758,NoisyLinearCosineDecay,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,858,class,A LearningRateSchedule that uses a noisy linear cosine decay schedule.
1759,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/learning_rate_schedule.py,914,method,Applies noisy linear cosine decay to the learning rate.
1760,Adamax,../tensorflow/tensorflow/python/keras/optimizer_v2/adamax.py,32,class,Optimizer that implements the Adamax algorithm.
1761,Ftrl,../tensorflow/tensorflow/python/keras/optimizer_v2/ftrl.py,29,class,Optimizer that implements the FTRL algorithm.
1762,Adagrad,../tensorflow/tensorflow/python/keras/optimizer_v2/adagrad.py,33,class,Optimizer that implements the Adagrad algorithm.
1763,from_config,../tensorflow/tensorflow/python/keras/optimizer_v2/adagrad.py,103,method,Creates an optimizer from its config.
1764,testFtrlWithL1_L2_L2Shrinkage,../tensorflow/tensorflow/python/keras/optimizer_v2/ftrl_test.py,190,method,Test the new FTRL op with support for l2 shrinkage.
1765,testFtrlWithL1_L2_L2ShrinkageSparse,../tensorflow/tensorflow/python/keras/optimizer_v2/ftrl_test.py,228,method,Tests the new FTRL op with support for l2 shrinkage on sparse grads.
1766,testFtrlWithL2ShrinkageDoesNotChangeLrSchedule,../tensorflow/tensorflow/python/keras/optimizer_v2/ftrl_test.py,263,method,Verifies that l2 shrinkage in FTRL does not change lr schedule.
1767,Adam,../tensorflow/tensorflow/python/keras/optimizer_v2/adam.py,33,class,Optimizer that implements the Adam algorithm.
1768,NonFusedAdam,../tensorflow/tensorflow/python/keras/optimizer_v2/adam.py,255,class,Optimizer that implements the Adam algorithm without fused kernels.
1769,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/adam.py,330,method,Construct a new Adam optimizer.
1770,OptimizerV2,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,79,class,Base class for Keras optimizers.
1771,__init__,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,276,method,Create a new Optimizer.
1772,minimize,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,348,method,Minimize `loss` by updating `var_list`.
1773,_clip_gradients,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,379,method,Clip gradients according to the clipnorm and clipvalue attributes.
1774,_compute_gradients,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,399,method,Compute gradients of `loss` for the variables in `var_list`.
1775,get_gradients,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,445,method,Returns gradients of `loss` with respect to `params`.
1776,apply_gradients,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,473,method,Apply gradients to variables.
1777,_aggregate_gradients,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,552,method,Returns all-reduced gradients.
1778,_distributed_apply,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,588,method,`apply_gradients` using a `DistributionStrategy`.
1779,_set_hyper,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,656,method,"set hyper `name` to value. value can be callable, tensor, numeric."
1780,_create_all_weights,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,689,method,"Creates all weights, including iterations, hyperparameters and slot vars."
1781,__getattribute__,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,706,method,Overridden to support hyperparameter access.
1782,__setattr__,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,721,method,Override setattr to support dynamic hyperparameter setting.
1783,get_slot_names,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,731,method,A list of names for this optimizer's slots.
1784,add_slot,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,735,method,Add a new slot variable for `var`.
1785,_fallback_apply_state,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,802,method,Compatibility for subclasses that don't pass apply_state through.
1786,iterations,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,829,method,Variable. The number of training steps this Optimizer has run.
1787,_decayed_lr,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,851,method,Get decayed learning rate as a Tensor with dtype=var_dtype.
1788,get_config,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,863,method,Returns the config of the optimizer.
1789,from_config,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,882,method,Creates an optimizer from its config.
1790,_serialize_hyperparameter,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,907,method,"Serialize a hyperparameter that can be a float, callable, or Tensor."
1791,variables,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,918,method,Returns variables of this Optimizer based on the order created.
1792,weights,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,922,method,Returns variables of this Optimizer based on the order created.
1793,get_weights,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,927,method,Returns the current weights of the optimizer.
1794,set_weights,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,958,method,Set the weights of the optimizer.
1795,_assert_valid_dtypes,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1056,method,Asserts tensors are all valid types (see `_valid_dtypes`).
1796,_valid_dtypes,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1072,method,"Valid types for loss, variables and gradients."
1797,_call_if_callable,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1085,method,Call the function if param is callable.
1798,_resource_apply_dense,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1089,method,Add ops to apply dense gradients to the variable `handle`.
1799,_resource_apply_sparse_duplicate_indices,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1103,method,"Add ops to apply sparse gradients to `handle`, with repeated indices."
1800,_resource_apply_sparse,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1131,method,Add ops to apply sparse gradients to the variable `handle`.
1801,_restore_slot_variable,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1179,method,Restore a newly created slot variable's value.
1802,_create_or_restore_slot_variable,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1191,method,"Restore a slot variable's value, possibly creating it."
1803,_distribution_strategy_scope,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1252,method,Returns the `tf.distribute.Strategy` this optimizer was created under.
1804,RestoredOptimizer,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2.py,1315,class,A non-functional Optimizer implementation for checkpoint compatibility.
1805,identify_redundant_ops,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2_test.py,981,function,Implements basic common subexpression elimination.
1806,make_model,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2_test.py,1064,function,Constructs a simple ensemble of weak learners model.
1807,test_subclass_compat,../tensorflow/tensorflow/python/keras/optimizer_v2/optimizer_v2_test.py,1157,method,Ensure that subclassed optimizers without apply_state still work.
1808,Nadam,../tensorflow/tensorflow/python/keras/optimizer_v2/nadam.py,33,class,Optimizer that implements the NAdam algorithm.
1809,Adadelta,../tensorflow/tensorflow/python/keras/optimizer_v2/adadelta.py,31,class,Optimizer that implements the Adadelta algorithm.
1810,MicroBenchmarksBase,../tensorflow/tensorflow/python/keras/benchmarks/eager_microbenchmarks_test.py,47,class,Run and report benchmark results.
1811,run_report,../tensorflow/tensorflow/python/keras/benchmarks/eager_microbenchmarks_test.py,50,method,Run and report benchmark results.
1812,_get_benchmark_name,../tensorflow/tensorflow/python/keras/benchmarks/eager_microbenchmarks_test.py,62,method,Mostly copied from benchmark.py _get_name().
1813,KerasModelCPUBenchmark,../tensorflow/tensorflow/python/keras/benchmarks/keras_cpu_benchmark_test.py,33,class,Required Arguments for measure_performance.
1814,_mnist_mlp,../tensorflow/tensorflow/python/keras/benchmarks/keras_cpu_benchmark_test.py,58,method,Simple MLP model.
1815,_mnist_convnet,../tensorflow/tensorflow/python/keras/benchmarks/keras_cpu_benchmark_test.py,69,method,Simple Convnet model.
1816,_imdb_lstm,../tensorflow/tensorflow/python/keras/benchmarks/keras_cpu_benchmark_test.py,85,method,Simple LSTM model.
1817,benchmark_mnist_mlp,../tensorflow/tensorflow/python/keras/benchmarks/keras_cpu_benchmark_test.py,94,method,Benchmark for MLP model on synthetic mnist data.
1818,benchmark_mnist_convnet,../tensorflow/tensorflow/python/keras/benchmarks/keras_cpu_benchmark_test.py,109,method,Benchmark for Convnet model on synthetic mnist data.
1819,benchmark_imdb_lstm,../tensorflow/tensorflow/python/keras/benchmarks/keras_cpu_benchmark_test.py,124,method,Benchmark for LSTM model on synthetic imdb review dataset.
1820,TimerCallBack,../tensorflow/tensorflow/python/keras/benchmarks/benchmark_util.py,28,class,Callback for logging time in each epoch or batch.
1821,measure_performance,../tensorflow/tensorflow/python/keras/benchmarks/benchmark_util.py,49,function,Run models and measure the performance.
1822,get_distribution_strategy,../tensorflow/tensorflow/python/keras/benchmarks/distribution_util.py,86,function,Return a DistributionStrategy for running the model.
1823,configure_cluster,../tensorflow/tensorflow/python/keras/benchmarks/distribution_util.py,141,function,Set multi-worker cluster spec in TF_CONFIG environment variable.
1824,save_and_load_benchmark,../tensorflow/tensorflow/python/keras/benchmarks/saved_model_benchmarks/saved_model_benchmark_util.py,30,function,Util for saved model benchmarks.
1825,BidirectionalLSTMBenchmark,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/bidirectional_lstm_benchmark_test.py,25,class,Benchmarks for Bidirectional LSTM using `tf.test.Benchmark`.
1826,_build_model,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/bidirectional_lstm_benchmark_test.py,37,method,Model from https://keras.io/examples/nlp/bidirectional_lstm_imdb/.
1827,benchmark_bidirect_lstm_imdb_bs_128,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/bidirectional_lstm_benchmark_test.py,58,method,Measure performance with batch_size=128 and run_iters=3.
1828,benchmark_bidirect_lstm_imdb_bs_256,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/bidirectional_lstm_benchmark_test.py,75,method,Measure performance with batch_size=256 and run_iters=2.
1829,benchmark_bidirect_lstm_imdb_bs_512,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/bidirectional_lstm_benchmark_test.py,92,method,Measure performance with batch_size=512 and run_iters=4.
1830,IRNNMnistBenchmark,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_irnn_benchmark_test.py,25,class,Benchmarks for IRNN using `tf.test.Benchmark`.
1831,_build_model,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_irnn_benchmark_test.py,38,method,Model from https://github.com/keras-team/keras/
1832,benchmark_irnn_mnist_bs_256,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_irnn_benchmark_test.py,64,method,Measure performance with batch_size=256 and run_iters=4.
1833,benchmark_irnn_mnist_bs_512,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_irnn_benchmark_test.py,81,method,Measure performance with batch_size=512 and run_iters=3.
1834,benchmark_irnn_mnist_bs_1024,../tensorflow/tensorflow/python/keras/benchmarks/keras_examples_benchmarks/mnist_irnn_benchmark_test.py,98,method,Measure performance with batch_size=1024 and run_iters=3.
